DATE,QUANTITIES_Kgs,VALUE,PFco_Code,Total_values
17-Sep-22,60.7,25800,706,1566060
06-Sep-22,11.7,5520,706,64584
15-Sep-22,62.2,24600,706,1530120
13-Sep-22,60,25800,706,1548000
10-Oct-22,47,19800,706,930600
17-Oct-22,58.4,22200,706,1296480
13-Oct-22,49.3,22080,706,1088544
11-Oct-22,29.75,14400,706,428400
17-Oct-22,60.4,22200,706,1340880
07-Nov-22,182.3,81000,706,14766300
16-Nov-22,8.91,4140,706,36887.4
14-Nov-22,2.81,1500,706,4215
04-Nov-22,14.28,6600,706,94248
04-Nov-22,34.29,15840,706,543153.6
29-Nov-22,30.61,13200,706,404052
19-Nov-22,115.9,52800,706,6119520
30-Dec-22,61.5,26400,706,1623600
13-Dec-22,60.7,26400,706,1602480
01-Dec-22,243.5,103200,706,25129200
14-Dec-22,58.83,22800,706,1341324
05-Dec-22,59.85,24600,706,1472310
26-Dec-22,57.65,24600,706,1418190
20-Dec-22,62,27000,706,1674000
14-Dec-22,60.98,22800,706,1390344
12-Dec-22,15.21,6900,706,104949
06-Jan-23,60.71,24600,706,1493466
31-Jan-23,12.2,8100,706,98820
11-Jan-23,61.7,26400,706,1628880
17-Jan-23,62,26400,706,1636800
23-Jan-23,61.7,26400,706,1628880
23-Jan-23,58.25,27000,706,1572750
24-Jan-23,60,27000,706,1620000
27-Jan-23,30.6,13800,706,422280
19-Jan-23,62.3,26400,706,1644720
10-Jan-23,62.1,25800,706,1602180
25-Jan-23,62.05,26400,706,1638120
20-Jan-23,122.5,45600,706,5586000
25-Jan-23,29.8,12300,706,366540
20-Jan-23,120.2,45600,706,5481120
16-Feb-23,60,27000,706,1620000
03-Feb-23,121.72,54000,706,6572880
11-Feb-23,29.2,13200,706,385440
21-Feb-23,5.9,3000,706,17700
09-Feb-23,58.7,25200,706,1479240
28-Feb-23,122.2,51600,706,6305520
06-Feb-23,60.9,26400,706,1607760
10-Feb-23,59.06,26400,706,1559184
14-Feb-23,60.53,25800,706,1561674
07-Feb-23,6,2700,706,16200
21-Feb-23,29.7,15000,706,445500
18-Feb-23,60.4,24600,706,1485840
25-Feb-23,60.5,24600,706,1488300
21-Feb-23,59.8,26400,706,1578720
20-Feb-23,62.3,27000,706,1682100
03-Mar-23,59.29,26400,706,1565256
02-Mar-23,30,13200,706,396000
13-Mar-23,45.7,19800,706,904860
29-Mar-23,59.5,25800,706,1535100
29-Mar-23,29.7,13200,706,392040
18-Mar-23,28.6,13800,706,394680
27-Mar-23,61.6,25200,706,1552320
15-Mar-23,60.1,25800,706,1550580
30-03-2023,60.7,28200,706,1711740
06-Mar-23,60.2,26400,706,1589280
29-Mar-23,30.5,13800,706,420900
11-Mar-23,60.08,24600,706,1477968
07-Mar-23,24.2,11520,706,278784
21-Apr-23,30.2,13200,706,398640
19-Apr-23,60.9,25800,706,1571220
15-Apr-23,65.3,25200,706,1645560
07-Apr-23,57.9,25800,706,1493820
24-Apr-23,60.6,25800,706,1563480
10-Apr-23,2.9,1500,706,4350
15-Apr-23,64,24600,706,1574400
11-May-23,29.2,13200,706,385440
12-May-23,59.09,39000,706,2304510
30-May-23,108.94,51600,706,5621304
15-May-23,58.1,28200,706,1638420
23-May-23,54.68,25800,706,1410744
09-May-23,29.25,13800,706,403650
12-May-23,58.6,24600,706,1441560
27-May-23,28.6,19500,706,557700
13-May-23,60.34,25800,706,1556772
17-Jun-23,61.2,25800,706,1578960
16-Jun-23,60.4,25200,706,1522080
28-Jun-23,125.9,51600,706,6496440
19-Jun-23,15.2,6750,706,102600
15-Jun-23,123.2,51600,706,6357120
26-Jun-23,1,600,706,600
15-Jun-23,58.6,24600,706,1441560
29-Jul-23,62.4,25800,706,1609920
11-Jul-23,62.5,28800,706,1800000
13-Jul-23,30.16,13200,706,398112
01-Jul-23,125.7,51600,706,6486120
13-Jul-23,63.7,25800,706,1643460
26-Jul-23,61.2,26400,706,1615680
21-Jul-23,61.6,24600,706,1515360
25-Jul-23,61,24600,706,1500600
28-Jul-23,31.7,14400,706,456480
10-Aug-23,62.1,25800,706,1602180
10-Aug-23,67.2,25200,706,1693440
26-Aug-23,124,51600,706,6398400
29-Aug-23,62.2,22800,706,1418160
30-Aug-23,61.6,24600,706,1515360
29-Aug-23,62.2,22800,706,1418160
08-Sep-23,6.2,3000,706,18600
05-Sep-23,62.5,26400,706,1650000
28-Sep-23,9.2,4140,706,38088
07-Sep-23,45.74,19800,706,905652
19-Sep-23,61.3,25200,706,1544760
05-Sep-23,124,51600,706,6398400
01-Sep-23,62.2,24600,706,1530120
13-Oct-23,3.2,1500,706,4800
11-Oct-23,48.2,21120,706,1017984
17-Oct-23,122.8,51600,706,6336480
31-Oct-23,61.2,25800,706,1578960
28-Nov-23,127.2,54000,706,6868800
18-Nov-23,6.06,2760,706,16725.6
11-Nov-23,36.84,15840,706,583545.6
28-Nov-23,119.2,51600,706,6150720
04-Nov-23,59.6,28200,706,1680720
16-Nov-23,3.04,1500,706,4560
03-Nov-23,119.2,49200,706,5864640
06-Nov-23,59.6,26400,706,1573440
21-Nov-23,12,5760,706,69120
08-Dec-23,60.48,25800,706,1560384
08-Dec-23,59.6,26400,706,1573440
11-Dec-23,62.6,27000,706,1690200
21-Dec-23,122.8,54000,706,6631200
11-Dec-23,59.1,25800,706,1524780
30-Dec-23,62.25,25200,706,1568700
12-Dec-23,120.64,51600,706,6225024
12-Dec-23,245.6,91200,706,22398720
25-Dec-23,120,52800,706,6336000
26-Dec-23,17.7,7740,706,136998
17-Jan-24,3,1500,706,4500
05-Jan-24,60.6,26400,706,1599840
10-Jan-24,60,27000,706,1620000
10-Jan-24,60.4,26400,706,1594560
22-Jan-24,60.3,26400,706,1591920
01-Jan-24,30.63,13200,706,404316
17-Jan-24,32,13800,706,441600
22-Jan-24,60,24600,706,1476000
29-Jan-24,16,10550,706,168800
03-Feb-24,60.28,25800,706,1555224
07-Feb-24,61,26400,706,1610400
09-Feb-24,116,54000,706,6264000
13-Feb-24,58,27000,706,1566000
24-Feb-24,29.1,13200,706,384120
15-Feb-24,59.86,25800,706,1544388
02-Feb-24,36,15840,706,570240
28-Feb-24,29.8,13800,706,411240
03-Feb-24,125.54,51600,706,6477864
07-Feb-24,60,25800,706,1548000
07-Feb-24,61.1,24600,706,1503060
15-Feb-24,117,52800,706,6177600
12-Mar-24,37.2,15840,706,589248
12-Mar-24,118.7,51600,706,6124920
12-Mar-24,60.1,28200,706,1694820
19-Mar-24,61.8,25200,706,1557360
07-Mar-24,58.6,26400,706,1547040
06-Mar-24,5.8,2880,706,16704
14-Mar-24,25.3,11040,706,279312
07-Mar-24,59.5,24600,706,1463700
11-Apr-24,62,26400,706,1636800
17-Apr-24,58.7,27000,706,1584900
06-Apr-24,67.8,45850,706,3108630
10-Apr-24,47.3,31200,706,1475760
10-Apr-24,58.4,27600,706,1611840
24-Apr-24,60.8,25200,706,1532160
17-Apr-24,5.9,2760,706,16284
06-Apr-24,9.3,4140,706,38502
05-Apr-24,60.51,24600,706,1488546
19-Apr-24,46.7,18450,706,861615
31-May-24,45.9,19800,706,908820
17-May-24,31.4,13200,706,414480
28-May-24,60.3,25200,706,1519560
09-May-24,117.5,51600,706,6063000
13-May-24,14.9,6750,706,100575
18-May-24,120.8,51600,706,6233280
24-May-24,30,13800,706,414000
19-Jun-24,12,7200,706,86400
25-Jun-24,64,25800,706,1651200
15-Jun-24,31.2,13200,706,411840
14-Jun-24,62.4,25800,706,1609920
27-Jun-24,63.4,25800,706,1635720
14-Jun-24,62.8,25200,706,1582560
14-Jun-24,124.2,51600,706,6408720
12-Jun-24,60,22800,706,1368000
22-Jun-24,59.8,22800,706,1363440
04-Jun-24,62.4,24600,706,1535040
26-Jun-24,62.3,24600,706,1532580
12-Jun-24,60,22800,706,1368000
22-Jun-24,59.2,22800,706,1349760
18-Jul-24,3,1500,706,4500
11-Jul-24,29.2,13200,706,385440
13-Jul-24,60.1,27600,706,1658760
23-Jul-24,58.1,25800,706,1498980
12-Jul-24,61,25200,706,1537200
17-Jul-24,121.6,51600,706,6274560
16-Jul-24,61.2,24600,706,1505520
02-Jan-21,17.04,7050,707,120132
21-Jan-21,51.44,21600,707,1111104
22-Feb-21,16.94,7050,707,119427
23-Mar-21,17,7050,707,119850
27-Apr-21,32.1,14700,707,471870
26-Jul-21,17.05,7500,707,127875
21-Aug-21,49.38,22500,707,1111050
16-Sep-21,50.72,22500,707,1141200
19-Oct-21,116.2,48960,707,5689152
23-Nov-21,49.78,22050,707,1097649
01-Dec-21,20.16,8640,707,174182.4
11-Dec-21,48.48,22500,707,1090800
08-Feb-22,48.77,19800,707,965646
16-Mar-22,49.62,22500,707,1116450
08-Mar-22,33.54,14700,707,493038
14-May-22,16.45,7500,707,123375
10-May-22,33.6,12600,707,423360
23-Jun-22,50.08,22500,707,1126800
13-Jul-22,66.69,25200,707,1680588
12-Aug-22,50.5,22500,707,1136250
20-Sep-22,99.26,37800,707,3752028
04-Nov-22,23.45,10500,707,246225
03-Nov-22,100.42,45000,707,4518900
10-Jan-23,49.74,22500,707,1119150
10-Feb-23,50.74,22500,707,1141650
15-Feb-23,48.74,22500,707,1096650
13-Mar-23,33.78,15000,707,506700
19-Apr-23,49.18,22500,707,1106550
26-May-23,133.26,60000,707,7995600
01-Jun-23,16.3,7500,707,122250
29-Jul-23,34.52,15000,707,517800
14-Jul-23,3.21,1650,707,5296.5
19-Aug-23,98.96,39600,707,3918816
28-Sep-23,51.37,22500,707,1155825
11-Oct-23,16.14,7500,707,121050
10-Oct-23,51.2,22500,707,1152000
06-Dec-23,6.8,3480,707,23664
11-Dec-23,50.9,22500,707,1145250
26-Dec-23,10.8,4500,707,48600
19-Jan-24,139.7,60000,707,8382000
07-Feb-24,49.8,22500,707,1120500
19-Apr-24,17.2,7050,707,121260
23-May-24,7.2,3480,707,25056
01-Jun-24,3.5,2100,707,7350
01-Jul-24,10.9,4500,707,49050
23-Jul-24,55.1,22500,707,1239750
09-Jan-21,122,32400,708,3952800
22-Jan-21,112.97,32400,708,3660228
19-Jan-21,56.16,19800,708,1111968
17-Feb-21,238.31,79200,708,18874152
11-Feb-21,59.28,16200,708,960336
19-Feb-21,58.84,16200,708,953208
22-Feb-21,62.16,16200,708,1006992
20-Feb-21,62.06,23400,708,1452204
02-Feb-21,61.13,20700,708,1265391
01-Mar-21,111.26,32400,708,3604824
01-Mar-21,60.1,13800,708,829380
15-Mar-21,123.5,34200,708,4223700
25-Mar-21,129,34200,708,4411800
13-Mar-21,64.15,21600,708,1385640
25-Mar-21,65.68,22500,708,1477800
06-Apr-21,61.88,22500,708,1392300
05-Apr-21,118.02,34200,708,4036284
03-Apr-21,63.3,23400,708,1481220
04-May-21,64.62,22500,708,1453950
02-Jun-21,124.2,45000,708,5589000
08-Jun-21,62.69,17100,708,1071999
07-Jun-21,124.2,46800,708,5812560
25-Jun-21,21.13,7500,708,158475
30-Jun-21,62.4,21600,708,1347840
09-Jun-21,62.42,21600,708,1348272
07-Jul-21,63.26,22500,708,1423350
07-Jul-21,64.1,17100,708,1096110
26-Jul-21,61.5,17100,708,1051650
17-Jul-21,61.5,21600,708,1328400
24-Jul-21,63.92,22500,708,1438200
05-Aug-21,60.9,22500,708,1370250
14-Aug-21,60.9,22500,708,1370250
25-Aug-21,64.82,17100,708,1108422
27-Aug-21,2.2,900,708,1980
24-Aug-21,10.22,3750,708,38325
03-Sep-21,119.4,45000,708,5373000
08-Sep-21,6.09,2700,708,16443
27-Sep-21,121.8,45000,708,5481000
06-Sep-21,65.79,19800,708,1302642
24-Sep-21,125.14,39600,708,4955544
07-Oct-21,60,22500,708,1350000
07-Oct-21,120,39600,708,4752000
19-Oct-21,122.4,39600,708,4847040
12-Oct-21,10,4500,708,45000
28-Oct-21,60,20700,708,1242000
05-Oct-21,60,21600,708,1296000
15-Nov-21,120,39600,708,4752000
18-Nov-21,204.75,59400,708,12162150
10-Nov-21,68.02,17100,708,1163142
01-Dec-21,44,15000,708,660000
17-Dec-21,66.3,22500,708,1491750
29-Dec-21,132,39600,708,5227200
03-Dec-21,66,17100,708,1128600
06-Jan-22,66,17100,708,1128600
19-Jan-22,132.1,34200,708,4517820
27-Jan-22,204.28,51300,708,10479564
04-Feb-22,65.4,22500,708,1471500
01-Feb-22,67.46,19800,708,1335708
10-Feb-22,123.8,39600,708,4902480
17-Feb-22,198,59400,708,11761200
10-Feb-22,69.2,22500,708,1557000
07-Feb-22,126.9,34200,708,4339980
12-Feb-22,61.3,21600,708,1324080
28-Feb-22,64.92,21600,708,1402272
04-Feb-22,69.4,22500,708,1561500
08-Mar-22,67.4,22500,708,1516500
02-Mar-22,119.7,39600,708,4740120
03-Mar-22,1100.29,336600,708,370357614
10-Mar-22,321.52,99000,708,31830480
14-Mar-22,310.05,99000,708,30694950
01-Mar-22,125.28,34200,708,4284576
14-Mar-22,120,34200,708,4104000
24-Mar-22,122.4,34200,708,4186080
07-Mar-22,605.3,198000,708,119849400
07-Mar-22,598.5,198000,708,118503000
26-Mar-22,56.2,21600,708,1213920
08-Mar-22,62.4,22500,708,1404000
23-Apr-22,312.8,103500,708,32374800
07-Apr-22,65.4,23400,708,1530360
28-Apr-22,311.09,103500,708,32197815
27-Apr-22,22.07,7500,708,165525
10-May-22,61.5,23400,708,1439100
25-May-22,65.4,23400,708,1530360
12-May-22,315.9,103500,708,32695650
19-May-22,305.67,103500,708,31636845
07-May-22,29.84,8550,708,255132
24-May-22,59.34,22500,708,1335150
20-May-22,125.25,43200,708,5410800
25-Jun-22,65.53,23400,708,1533402
09-Jun-22,65.7,17100,708,1123470
18-Jun-22,32.7,8550,708,279585
18-Jul-22,130.8,41400,708,5415120
25-Jul-22,106.2,41400,708,4396680
29-Jul-22,53.1,17100,708,908010
19-Jul-22,39.4,14400,708,567360
12-Jul-22,23,8400,708,193200
05-Aug-22,41,15600,708,639600
29-Aug-22,53.1,17100,708,908010
24-Aug-22,20.3,7200,708,146160
02-Sep-22,70.1,31200,708,2187120
16-Sep-22,53.1,23400,708,1242540
22-Sep-22,53.1,20700,708,1099170
26-Sep-22,53.1,20700,708,1099170
30-Sep-22,104.67,41400,708,4333338
11-Oct-22,125,41400,708,5175000
13-Oct-22,2.07,780,708,1614.6
13-Oct-22,20.8,7200,708,149760
04-Nov-22,62,23400,708,1450800
07-Nov-22,60,20700,708,1242000
11-Nov-22,60.9,20700,708,1260630
02-Nov-22,62.9,21600,708,1358640
23-Nov-22,60.9,22500,708,1370250
03-Dec-22,61.3,23400,708,1434420
30-Dec-22,62.2,23400,708,1455480
12-Dec-22,62.4,21600,708,1347840
13-Dec-22,60.7,22500,708,1365750
14-Jan-23,40.99,15600,708,639444
06-Jan-23,301.6,99000,708,29858400
11-Jan-23,119.8,43200,708,5175360
17-Jan-23,120.78,43200,708,5217696
23-Jan-23,117.96,43200,708,5095872
25-Jan-23,58.84,22500,708,1323900
25-Jan-23,29.4,10800,708,317520
04-Feb-23,176.88,59400,708,10506672
16-Feb-23,58.84,21600,708,1270944
23-Feb-23,59,21600,708,1274400
15-Feb-23,118.27,43200,708,5109264
23-Feb-23,59.3,21600,708,1280880
02-Mar-23,34.79,13260,708,461315.4
02-Mar-23,57,21600,708,1231200
11-Mar-23,116.2,43200,708,5019840
27-Mar-23,114.6,43200,708,4950720
19-Apr-23,39.25,15600,708,612300
06-Apr-23,121.1,39600,708,4795560
17-Apr-23,118.5,43200,708,5119200
22-Apr-23,61.7,20700,708,1277190
02-May-23,196.17,59400,708,11652498
04-May-23,65.1,24300,708,1581930
13-May-23,63.7,22500,708,1433250
02-Jun-23,86.6,31200,708,2701920
29-Jun-23,42.8,15600,708,667680
02-Jun-23,63.6,19800,708,1259280
11-Jul-23,59.1,23400,708,1382940
26-Jul-23,127,45000,708,5715000
09-Aug-23,42.8,15600,708,667680
11-Aug-23,65.5,19800,708,1296900
25-Aug-23,183.6,59400,708,10905840
12-Aug-23,65.3,20700,708,1351710
25-Aug-23,58.92,21600,708,1272672
01-Sep-23,20.4,7800,708,159120
16-Sep-23,40.7,15600,708,634920
01-Sep-23,119.1,39600,708,4716360
06-Sep-23,369.08,118800,708,43846704
15-Sep-23,121.2,39600,708,4799520
15-Sep-23,10.16,3600,708,36576
17-Oct-23,18.86,7800,708,147108
11-Oct-23,2.03,1050,708,2131.5
26-Oct-23,58.98,21600,708,1273968
02-Nov-23,59.36,22500,708,1335600
29-Nov-23,119,41400,708,4926600
06-Nov-23,29.04,10800,708,313632
13-Dec-23,59.9,23400,708,1401660
15-Dec-23,182.4,59400,708,10834560
09-Dec-23,61.5,21600,708,1328400
09-Jan-24,69.8,27300,708,1905540
01-Jan-24,122.5,39600,708,4851000
05-Jan-24,119.9,39600,708,4748040
05-Jan-24,58.3,21600,708,1259280
10-Jan-24,58.3,21600,708,1259280
25-Jan-24,57.3,21600,708,1237680
11-Jan-24,118.2,41400,708,4893480
20-Feb-24,58.9,23400,708,1378260
06-Feb-24,57.5,21600,708,1242000
14-Feb-24,57,22500,708,1282500
07-Mar-24,115.74,39600,708,4583304
11-Mar-24,61.6,22500,708,1386000
29-Mar-24,121.9,41400,708,5046660
02-May-24,48.9,19500,708,953550
16-May-24,60.9,19800,708,1205820
23-May-24,62.2,19800,708,1231560
06-May-24,57.7,23400,708,1350180
17-May-24,120.4,41400,708,4984560
07-Jun-24,125,39600,708,4950000
13-Jun-24,698.6,237600,708,165987360
04-Jun-24,18.9,7200,708,136080
06-Jul-24,47.1,19500,708,918450
13-Jul-24,120,39600,708,4752000
11-Jun-21,11.65,4500,709,52425
26-Jul-21,52.1,18000,709,937800
01-Feb-22,63.03,18750,709,1181812.5
16-Mar-22,59,22500,709,1327500
02-Mar-22,63.06,18750,709,1182375
31-Mar-22,65.1,22500,709,1464750
13-Apr-22,61.05,22500,709,1373625
29-Apr-22,182.3,67500,709,12305250
06-May-22,118.3,45000,709,5323500
14-Jun-22,119.3,45000,709,5368500
21-Jun-22,63,19500,709,1228500
08-Jun-22,126,45000,709,5670000
09-Aug-22,124.9,54000,709,6744600
18-Aug-22,63,27000,709,1701000
14-Sep-22,124,54000,709,6696000
21-Sep-22,187.5,81000,709,15187500
22-Sep-22,59.7,22500,709,1343250
08-Nov-22,117.5,45000,709,5287500
09-Dec-22,61.4,20700,709,1270980
09-Dec-22,60.9,20700,709,1260630
21-Jan-23,55.62,22500,709,1251450
27-Jan-23,112.02,45000,709,5040900
31-Jan-23,117.7,45000,709,5296500
27-Jan-23,58.52,22500,709,1316700
10-Feb-23,58.8,22500,709,1323000
23-Mar-23,225.75,90000,709,20317500
21-Mar-23,58.8,22500,709,1323000
07-Apr-23,60.2,22500,709,1354500
19-Apr-23,172.9,67500,709,11670750
02-May-23,125.8,45000,709,5661000
17-May-23,62.4,22500,709,1404000
13-Jun-23,186.3,67500,709,12575250
01-Jun-23,11.6,4500,709,52200
16-Jun-23,63.3,22500,709,1424250
17-Jul-23,183.9,67500,709,12413250
06-Jul-23,60.5,19500,709,1179750
29-Jul-23,10.15,4500,709,45675
04-Jul-23,57.61,22500,709,1296225
16-Aug-23,112.67,45000,709,5070150
21-Aug-23,101.5,45000,709,4567500
02-Aug-23,60.6,22500,709,1363500
29-Aug-23,62,18750,709,1162500
29-Aug-23,62,18750,709,1162500
08-Sep-23,55.04,22500,709,1238400
28-Sep-23,122.5,45000,709,5512500
02-Sep-23,34.51,14280,709,492802.8
12-Sep-23,61.2,22500,709,1377000
27-Oct-23,120.16,45000,709,5407200
07-Nov-23,188,67500,709,12690000
27-Nov-23,60.5,22500,709,1361250
12-Dec-23,177.2,67500,709,11961000
27-Dec-23,62.1,22500,709,1397250
19-Dec-23,121,37500,709,4537500
08-Jan-24,240.5,90000,709,21645000
29-Jan-24,61.6,22500,709,1386000
16-Feb-24,122.6,45000,709,5517000
24-Feb-24,11.9,4500,709,53550
07-Mar-24,58.9,19500,709,1148550
16-Mar-24,62.7,22500,709,1410750
07-Mar-24,61.4,22500,709,1381500
30-Apr-24,179,67500,709,12082500
10-Apr-24,11.8,4500,709,53100
25-Apr-24,117.1,45000,709,5269500
20-May-24,59.1,22500,709,1329750
25-Jun-24,61.9,22500,709,1392750
15-Jul-24,115.7,45000,709,5206500
05-Jul-24,59.7,22500,709,1343250
16-Jul-24,176.9,67500,709,11940750
06-Jul-24,123,45000,709,5535000
19-Jan-23,25.9,10500,710,271950
15-Feb-23,11.95,4650,710,55567.5
18-Oct-23,24.92,7800,710,194376
05-Oct-21,49.35,15600,710,769860
05-Oct-21,51.6,18000,710,928800
20-Dec-21,51.48,21000,710,1081080
18-Feb-22,50.6,21000,710,1062600
06-Apr-22,51.4,18000,710,925200
19-Jul-22,26.4,9000,710,237600
12-Jul-22,50.36,18000,710,906480
13-Oct-22,5,1800,710,9000
13-Oct-22,38.6,11700,710,451620
09-Apr-22,366.12,117000,711,42836040
11-Apr-22,122.98,39000,711,4796220
10-May-22,122.3,49500,711,6053850
27-Jun-22,59.58,24750,711,1474605
02-Jul-22,23.8,9000,711,214200
04-Aug-22,23.72,9300,711,220596
18-Mar-23,23.7,10500,711,248850
13-May-23,60.89,26250,711,1598362.5
23-Jun-23,59.25,26250,711,1555312.5
27-Jul-23,11.85,4650,711,55102.5
17-Jan-24,50.28,21000,711,1055880
12-Mar-24,122.3,52500,711,6420750
06-Apr-24,2.5,900,711,2250
29-May-24,60.12,26250,711,1578150
11-May-24,36.54,11700,711,427518
04-06-2024,25.4,7800,711,198120
27-Apr-24,8,2100,712,16800
27-Apr-24,8,2100,712,16800
06-May-24,12,3150,712,37800
06-May-24,12,3150,712,37800
28-May-24,39.9,9600,712,383040
28-May-24,39.9,9600,712,383040
20-Nov-21,40.16,9900,720,397584
24-Jul-23,93.7,23760,720,2226312
06-Jan-21,79.08,18600,720,1470888
09-Jan-21,78.31,13800,720,1080678
02-Jan-21,16,4200,720,67200
30-Jan-21,38.89,9300,720,361677
19-Feb-21,38.93,6900,720,268617
10-Feb-21,19.99,5400,720,107946
18-Feb-21,20.49,5400,720,110646
25-Feb-21,39.69,10800,720,428652
23-Feb-21,20.63,4950,720,102118.5
24-Feb-21,1020.3,247500,720,252524250
18-Feb-21,27.92,7350,720,205212
02-Feb-21,8.34,2100,720,17514
23-Feb-21,39.59,9900,720,391941
01-Mar-21,82.4,13800,720,1137120
15-Mar-21,81.1,13800,720,1119180
17-Mar-21,82.28,13800,720,1135464
09-Mar-21,120.7,29700,720,3584790
23-Mar-21,41.14,9900,720,407286
01-Mar-21,82.4,18600,720,1532640
05-Apr-21,83.44,13800,720,1151472
26-Apr-21,41.68,10800,720,450144
20-Apr-21,41.04,10800,720,443232
06-Apr-21,81.74,21000,720,1716540
07-Apr-21,40.88,9300,720,380184
05-May-21,79,13800,720,1090200
23-Jun-21,41.6,6900,720,287040
05-Jun-21,119,27900,720,3320100
25-Jun-21,41.6,10200,720,424320
15-Jun-21,40.3,9900,720,398970
18-Jun-21,40.6,9900,720,401940
16-Jun-21,20.1,5250,720,105525
24-Jun-21,41.6,9300,720,386880
12-Jul-21,83.4,19200,720,1601280
13-Jul-21,119.25,28800,720,3434400
13-Jul-21,41.6,9600,720,399360
02-Jul-21,41.6,9600,720,399360
28-Jul-21,40.5,9900,720,400950
10-Jul-21,41.6,9900,720,411840
03-Jul-21,41.6,9300,720,386880
13-Jul-21,41.6,9300,720,386880
10-Jul-21,7.84,2100,720,16464
17-Jul-21,122.9,28800,720,3539520
02-Aug-21,40.5,6900,720,279450
10-Aug-21,40,10800,720,432000
13-Aug-21,120.6,24300,720,2930580
16-Aug-21,40,10500,720,420000
23-Aug-21,36.45,9450,720,344452.5
06-Aug-21,40.2,9300,720,373860
02-Aug-21,15.92,4320,720,68774.4
17-Sep-21,40.5,9600,720,388800
25-Sep-21,40.64,10800,720,438912
04-Sep-21,12,3150,720,37800
06-Sep-21,40.5,10500,720,425250
07-Sep-21,40.45,9300,720,376185
07-Oct-21,40.82,10800,720,440856
19-Oct-21,79.98,18600,720,1487628
13-Nov-21,40,9600,720,384000
10-Nov-21,40.3,6900,720,278070
04-Nov-21,325.84,76800,720,25024512
23-Nov-21,120.48,28800,720,3469824
22-Nov-21,40.7,10500,720,427350
22-Nov-21,36.34,9450,720,343413
28-Dec-21,79,19200,720,1516800
06-Dec-21,240.9,57600,720,13875840
03-Dec-21,39.5,6900,720,272550
20-Dec-21,40.42,10200,720,412284
15-Dec-21,79,18600,720,1469400
25-Jan-22,197.5,46500,720,9183750
18-Jan-22,41.74,9300,720,388182
20-Jan-22,82.36,13800,720,1136568
28-Jan-22,40.5,10500,720,425250
29-Jan-22,4.02,1140,720,4582.8
19-Jan-22,40.7,10500,720,427350
11-Feb-22,119.04,27900,720,3321216
15-Feb-22,379.71,92160,720,34994073.6
04-Feb-22,82.1,13800,720,1132980
07-Feb-22,82.4,13800,720,1137120
26-Feb-22,82.4,13800,720,1137120
01-Feb-22,40.5,10800,720,437400
18-Feb-22,41.2,10800,720,444960
23-Feb-22,61.34,14850,720,910899
04-Feb-22,40.3,9900,720,398970
24-Feb-22,41.2,9900,720,407880
19-Feb-22,8.24,2160,720,17798.4
08-Feb-22,20.6,5400,720,111240
05-Mar-22,79.25,18600,720,1474050
14-Mar-22,78.54,13800,720,1083852
24-Mar-22,78.89,13800,720,1088682
25-Mar-22,39.23,6900,720,270687
25-Mar-22,39.76,10800,720,429408
03-Mar-22,78.42,18600,720,1458612
11-Mar-22,78.73,18600,720,1464378
23-Apr-22,47.9,11520,720,551808
08-Apr-22,238.97,81000,720,19356570
05-Apr-22,39.41,9600,720,378336
11-Apr-22,81.05,19800,720,1604790
25-Apr-22,48,11880,720,570240
22-Apr-22,40.07,10500,720,420735
08-Apr-22,121.06,28800,720,3486528
21-Apr-22,119.8,28800,720,3450240
16-Apr-22,39.23,9300,720,364839
12-May-22,398.72,135000,720,53827200
02-May-22,335.98,88200,720,29633436
19-May-22,48.1,11880,720,571428
12-May-22,20.25,5400,720,109350
06-May-22,79,18600,720,1469400
14-May-22,47.76,11160,720,533001.6
01-Jun-22,337.99,113400,720,38328066
09-Jun-22,46.4,8280,720,384192
03-Jun-22,3.9,1200,720,4680
21-Jun-22,72.6,22825.8,720,1657153.08
08-Jun-22,143.83,34560,720,4970764.8
04-Jul-22,48.7,8280,720,403236
25-Jul-22,93.66,23760,720,2225361.6
23-Jul-22,60,15750,720,945000
02-Jul-22,94.7,23040,720,2181888
26-Jul-22,47.6,11520,720,548352
18-Aug-22,46.8,8280,720,387504
23-Aug-22,47.4,12600,720,597240
16-Aug-22,7.7,2400,720,18480
04-Aug-22,19.8,5700,720,112860
25-Aug-22,48,12960,720,622080
23-Aug-22,19.7,5550,720,109335
15-Sep-22,46.8,12240,720,572832
07-Sep-22,100,22500,720,2250000
17-Sep-22,48.3,12960,720,625968
19-Sep-22,4,1140,720,4560
24-Sep-22,241.75,63000,720,15230250
17-Sep-22,47.6,11880,720,565488
06-Sep-22,15.8,4320,720,68256
20-Sep-22,95.52,23040,720,2200780.8
13-Sep-22,46.9,11880,720,557172
21-Oct-22,93.5,23040,720,2154240
18-Oct-22,46.2,11520,720,532224
29-Nov-22,98.84,23760,720,2348438.4
23-Nov-22,24.3,6660,720,161838
03-Nov-22,46.3,11520,720,533376
08-Nov-22,47.64,11520,720,548812.8
16-Nov-22,51.36,11880,720,610156.8
23-Nov-22,51.36,11880,720,610156.8
24-Dec-22,96.3,23760,720,2288088
12-Dec-22,49.92,11880,720,593049.6
27-Dec-22,48.5,12600,720,611100
05-Dec-22,51.36,11520,720,591667.2
09-Dec-22,51.36,11520,720,591667.2
13-Dec-22,49.92,11520,720,575078.4
19-Dec-22,48.2,11520,720,555264
23-Dec-22,49.4,11520,720,569088
