DATE,QUANTITIES_Kgs,VALUE,PFco_Code,Total_values
15-May-24,103.64,35700,539,3699948
10-Jun-24,263.1,78750,539,20719125
13-Jun-24,157.5,47250,539,7441875
17-Jun-24,258.4,78750,539,20349000
20-Jun-24,258.9,78750,539,20388375
26-Jun-24,157.6,47250,539,7446600
12-Jun-24,157.1,53550,539,8412705
02-Jul-24,261.2,78750,539,20569500
13-Jul-24,316.3,94500,539,29890350
18-Jul-24,257.3,78750,539,20262375
06-Jul-24,102,35700,539,3641400
07-Jan-21,93.38,25200,540,2353176
05-Jan-21,460.84,130500,540,60139620
12-Jan-21,233.6,65250,540,15242400
13-Jan-21,234.09,65250,540,15274372.5
28-Jan-21,232.59,65250,540,15176497.5
18-Jan-21,453.03,135000,540,61159050
20-Jan-21,460.31,135000,540,62141850
25-Jan-21,361.33,108000,540,39023640
27-Jan-21,129.78,40500,540,5256090
08-Jan-21,687.37,175500,540,120633435
09-Jan-21,700.02,175500,540,122853510
16-Jan-21,459.48,117000,540,53759160
23-Jan-21,525.94,128700,540,67688478
19-Jan-21,232.92,65250,540,15198030
11-Jan-21,7.58,2250,540,17055
01-Jan-21,575.36,151200,540,86994432
02-Jan-21,889.9,241920,540,215284608
04-Jan-21,267.75,75600,540,20241900
08-Jan-21,573.37,151200,540,86693544
18-Jan-21,546.72,151200,540,82664064
25-Jan-21,140.62,37800,540,5315436
25-Jan-21,188.72,52200,540,9851184
27-Jan-21,512.98,140400,540,72022392
29-Jan-21,554.64,151200,540,83861568
17-Feb-21,224.12,57960,540,12989995.2
05-Feb-21,462.78,130500,540,60392790
13-Feb-21,563.63,156600,540,88264458
15-Feb-21,270.76,76125,540,20611605
27-Feb-21,279.04,78300,540,21848832
05-Feb-21,459.29,130500,540,59937345
15-Feb-21,547.61,162000,540,88712820
16-Feb-21,549.69,162000,540,89049780
20-Feb-21,556.43,162000,540,90141660
03-Feb-21,227.48,65250,540,14843070
15-Feb-21,228.2,65250,540,14890050
25-Feb-21,90.82,26100,540,2370402
05-Feb-21,225.59,67500,540,15227325
25-Feb-21,135,40500,540,5467500
15-Feb-21,455.48,135000,540,61489800
15-Feb-21,134.14,40500,540,5432670
01-Feb-21,287.62,75600,540,21744072
02-Feb-21,262.68,75600,540,19858608
03-Feb-21,185.65,50400,540,9356760
04-Feb-21,816.82,226800,540,185254776
12-Feb-21,281.18,75600,540,21257208
13-Feb-21,273.6,75600,540,20684160
18-Feb-21,283.74,75600,540,21450744
22-Feb-21,422.54,113400,540,47916036
23-Feb-21,280.8,75600,540,21228480
24-Feb-21,844.08,226800,540,191437344
25-Feb-21,271.05,75600,540,20491380
26-Feb-21,274.09,75600,540,20721204
09-Feb-21,185.32,54000,540,10007280
16-Mar-21,138.6,40500,540,5613300
17-Mar-21,95.21,25200,540,2399292
06-Mar-21,566.54,162000,540,91779480
09-Mar-21,565.22,162000,540,91565640
13-Mar-21,540.36,162000,540,87538320
23-Mar-21,573.8,162000,540,92955600
24-Mar-21,557.01,162000,540,90235620
27-Mar-21,555.03,162000,540,89914860
09-Mar-21,93.44,28800,540,2691072
11-Mar-21,93.5,28800,540,2692800
04-Mar-21,90.18,26100,540,2353698
08-Mar-21,94.87,26100,540,2476107
12-Mar-21,191.57,54000,540,10344780
02-Mar-21,93.66,25200,540,2360232
03-Mar-21,95.46,27000,540,2577420
08-Mar-21,238.04,72000,540,17138880
19-Mar-21,464.44,135000,540,62699400
31-Mar-21,237.44,72000,540,17095680
01-Mar-21,276.44,75600,540,20898864
03-Mar-21,476.45,126000,540,60032700
04-Mar-21,568.17,156600,540,88975422
09-Mar-21,276.42,78300,540,21643686
13-Mar-21,549.41,156600,540,86037606
17-Mar-21,547.97,156600,540,85812102
22-Mar-21,226.31,62640,540,14176058.4
30-Mar-21,566.12,156600,540,88654392
03-Mar-21,96.34,27000,540,2601180
09-Mar-21,93.02,28800,540,2678976
11-Mar-21,190.11,57600,540,10950336
02-Apr-21,146.98,39150,540,5754267
20-Apr-21,95.96,26100,540,2504556
26-Apr-21,688.63,189000,540,130151070
26-Apr-21,464.42,126000,540,58516920
29-Apr-21,47.5,13500,540,641250
05-Apr-21,470.56,135000,540,63525600
12-Apr-21,582.74,162000,540,94403880
27-Apr-21,234.38,67500,540,15820650
30-Apr-21,561.8,162000,540,91011600
09-Apr-21,237.6,63000,540,14968800
16-Apr-21,138.08,40500,540,5592240
02-Apr-21,741.88,208800,540,154904544
02-Apr-21,556.64,156600,540,87169824
02-Apr-21,832.78,234900,540,195620022
07-Apr-21,398.78,109620,540,43714263.6
10-Apr-21,573.58,156600,540,89822628
12-Apr-21,401.5,109620,540,44012430
17-Apr-21,842.14,234900,540,197818686
25-May-21,191.54,52200,540,9998388
08-May-21,3360.41,907200,540,3048563952
18-May-21,564.22,162000,540,91403640
29-May-21,568.96,162000,540,92171520
26-May-21,502.18,148500,540,74573730
28-May-21,552.04,162000,540,89430480
06-May-21,231.42,72000,540,16662240
25-May-21,138.4,40500,540,5605200
31-May-21,135.6,40500,540,5491800
06-May-21,287.12,78300,540,22481496
17-May-21,848.56,234900,540,199326744
21-May-21,836.25,234900,540,196435125
25-May-21,1126.88,313200,540,352938816
29-May-21,235.56,65250,540,15370290
27-May-21,552.66,156600,540,86546556
02-Jun-21,96,26100,540,2505600
15-Jun-21,92.4,26100,540,2411640
29-Jun-21,92.88,26100,540,2424168
08-Jun-21,542.4,162000,540,87868800
16-Jun-21,441.81,129600,540,57258576
22-Jun-21,562.3,162000,540,91092600
22-Jun-21,226.6,67500,540,15295500
23-Jun-21,498.3,148500,540,73997550
15-Jun-21,1127.35,324000,540,365261400
23-Jun-21,271.8,81000,540,22015800
02-Jun-21,185.6,57600,540,10690560
10-Jun-21,189.54,57600,540,10917504
07-Jun-21,91.35,27000,540,2466450
11-Jun-21,95.2,27000,540,2570400
18-Jun-21,90.2,27000,540,2435400
28-Jun-21,243.93,67500,540,16465275
10-Jun-21,137.19,39150,540,5370988.5
15-Jun-21,236,72000,540,16992000
01-Jun-21,742.4,230400,540,171048960
02-Jun-21,814.94,234900,540,191429406
04-Jun-21,557.62,156600,540,87323292
07-Jun-21,738.01,208800,540,154096488
09-Jun-21,572.04,156600,540,89581464
18-Jun-21,813.6,234900,540,191114640
21-Jun-21,816.12,234900,540,191706588
24-Jun-21,505.56,143550,540,72573138
28-Jun-21,723,195750,540,141527250
29-Jun-21,562.5,156600,540,88087500
02-Jun-21,277.53,86400,540,23978592
08-Jul-21,144,39150,540,5637600
02-Jul-21,226.62,67500,540,15296850
01-Jul-21,852.06,243000,540,207050580
10-Jul-21,654.52,193500,540,126649620
13-Jul-21,271.25,78750,540,21360937.5
30-Jul-21,574.48,162000,540,93065760
19-Jul-21,567.82,162000,540,91986840
28-Jul-21,1127.96,324000,540,365459040
08-Jul-21,226,67500,540,15255000
07-Jul-21,272.06,86400,540,23505984
05-Jul-21,976.97,302400,540,295435728
02-Jul-21,1110.65,313200,540,347855580
13-Jul-21,1259.14,358875,540,451873867.5
20-Jul-21,841.56,234900,540,197682444
22-Jul-21,874.78,234900,540,205485822
31-Jul-21,850.2,234900,540,199711980
17-Aug-21,94.8,26100,540,2474280
24-Aug-21,1116.15,324000,540,361632600
03-Aug-21,574.51,162000,540,93070620
26-Aug-21,334.8,97200,540,32542560
19-Aug-21,167.52,51840,540,8684236.8
03-Aug-21,139.62,40500,540,5654610
12-Aug-21,141.3,40500,540,5722650
06-Aug-21,1419.61,391500,540,555777315
12-Aug-21,567.46,156600,540,88864236
24-Aug-21,596.53,156600,540,93416598
24-Aug-21,108.5,30450,540,3303825
13-Aug-21,296.85,86400,540,25647840
18-Sep-21,93,26100,540,2427300
09-Sep-21,271.2,81000,540,21967200
08-Sep-21,1132.3,324000,540,366865200
06-Sep-21,219.68,69120,540,15184281.6
17-Sep-21,135,39690,540,5358150
24-Sep-21,135.2,40500,540,5475600
28-Sep-21,130.64,40500,540,5290920
13-Sep-21,275.14,75600,540,20800584
02-Sep-21,835.56,234900,540,196273044
11-Sep-21,328.3,93960,540,30847068
13-Sep-21,545.28,156600,540,85390848
14-Sep-21,814.38,234900,540,191297862
22-Sep-21,327.89,93960,540,30808544.4
23-Sep-21,571.26,156600,540,89459316
27-Sep-21,822.94,234900,540,193308606
09-Oct-21,172.28,48600,540,8372808
21-Oct-21,377.65,105840,540,39970476
11-Oct-21,536.4,162000,540,86896800
19-Oct-21,231,67500,540,15592500
08-Oct-21,227.16,69120,540,15701299.2
01-Oct-21,1366.76,405000,540,553537800
27-Oct-21,1401.51,418500,540,586531935
01-Oct-21,525.85,148770,540,78230704.5
05-Oct-21,816.79,226800,540,185247972
07-Oct-21,552,151200,540,83462400
18-Oct-21,2686.39,741300,540,1991420907
19-Oct-21,1445.99,393120,540,568447588.8
26-Oct-21,548.28,151200,540,82899936
30-Oct-21,545.84,151200,540,82531008
16-Nov-21,547.14,160650,540,87898041
24-Nov-21,4.5,1530,540,6885
02-Nov-21,814.57,243000,540,197940510
04-Nov-21,542.08,151200,540,81962496
08-Nov-21,539.03,151200,540,81501336
18-Nov-21,562.04,101520,540,57058300.8
27-Nov-21,546.24,151200,540,82591488
20-Dec-21,93.05,26100,540,2428605
15-Dec-21,552.93,162000,540,89574660
18-Dec-21,598.29,162000,540,96922980
16-Dec-21,164.23,47280,540,7764794.4
24-Dec-21,167.9,47280,540,7938312
29-Dec-21,163.22,47280,540,7717041.6
01-Dec-21,816.94,243000,540,198516420
21-Dec-21,826.94,243000,540,200946420
13-Dec-21,110.73,34560,540,3826828.8
30-Dec-21,268.2,86400,540,23172480
07-Dec-21,223.54,67500,540,15088950
10-Dec-21,236.29,67500,540,15949575
23-Dec-21,237.97,67500,540,16062975
25-Dec-21,237.24,67500,540,16013700
27-Dec-21,232.24,67500,540,15676200
28-Dec-21,222.54,67500,540,15021450
29-Dec-21,457.14,135000,540,61713900
20-Dec-21,329.32,103680,540,34143897.6
16-Dec-21,107.85,31085,540,3352517.25
24-Dec-21,110.08,31520,540,3469721.6
29-Dec-21,108.94,31520,540,3433788.8
06-Dec-21,555.6,151200,540,84006720
07-Dec-21,537.28,151200,540,81236736
13-Dec-21,547.36,151200,540,82760832
18-Dec-21,817.59,226800,540,185429412
21-Dec-21,534.46,151200,540,80810352
22-Dec-21,841.94,226800,540,190951992
23-Dec-21,566.69,151200,540,85683528
23-Dec-21,562.06,151200,540,84983472
24-Dec-21,108.5,29400,540,3189900
27-Dec-21,559.92,151200,540,84659904
28-Dec-21,842.02,226800,540,190970136
28-Dec-21,836.12,226800,540,189632016
14-Jan-22,46.31,13500,540,625185
06-Jan-22,160.65,47250,540,7590712.5
12-Jan-22,672.38,194400,540,130710672
29-Jan-22,710.77,209250,540,148728622.5
18-Jan-22,171.48,47280,540,8107574.4
05-Jan-22,822.96,243000,540,199979280
14-Jan-22,289.49,86400,540,25011936
18-Jan-22,114,31520,540,3593280
06-Jan-22,890.64,241500,540,215089560
12-Jan-22,546.6,151200,540,82645920
12-Jan-22,549.08,151200,540,83020896
28-Jan-22,672.42,180600,540,121439052
31-Jan-22,547.34,151200,540,82757808
01-Feb-22,90.4,26100,540,2359440
25-Feb-22,94.8,27000,540,2559600
16-Feb-22,506.35,144900,540,73370115
19-Feb-22,348.92,97200,540,33915024
24-Feb-22,598.2,162000,540,96908400
04-Feb-22,163.5,47280,540,7730280
01-Feb-22,548.26,151200,540,82896912
12-Feb-22,513.1,136080,540,69822648
17-Feb-22,866.35,226800,540,196488180
22-Feb-22,578.78,151200,540,87511536
07-Feb-22,277.76,86400,540,23998464
24-Feb-22,850.3,210600,540,179073180
25-Feb-22,606.4,140400,540,85138560
08-Feb-22,228.84,67500,540,15446700
11-Feb-22,236.7,67500,540,15977250
16-Feb-22,237.4,67500,540,16024500
23-Feb-22,226.1,67500,540,15261750
23-Feb-22,479.14,137280,540,65776339.2
04-Feb-22,110.1,31520,540,3470352
03-Feb-22,821,226800,540,186202800
04-Feb-22,551.58,151200,540,83398896
08-Feb-22,435.9,120120,540,52360308
09-Feb-22,335.6,90720,540,30445632
11-Feb-22,111.66,30240,540,3376598.4
15-Feb-22,288.18,75600,540,21786408
17-Feb-22,569.34,151200,540,86084208
18-Feb-22,576.2,151200,540,87121440
23-Feb-22,824.08,226800,540,186901344
28-Feb-22,343.9,90720,540,31198608
01-Mar-22,105.11,26100,540,2743371
08-Mar-22,140.13,39150,540,5486089.5
03-Mar-22,94.8,27000,540,2559600
09-Mar-22,282.7,81000,540,22898700
11-Mar-22,533.1,144000,540,76766400
15-Mar-22,565.77,162000,540,91654740
03-Mar-22,174.1,47280,540,8231448
09-Mar-22,570.93,151200,540,86324616
12-Mar-22,581.26,151200,540,87886512
14-Mar-22,544.21,151200,540,82284552
11-Mar-22,290.4,86400,540,25090560
03-Mar-22,643.88,154440,540,99440827.2
05-Mar-22,520.97,126360,540,65829769.2
02-Mar-22,249.88,67500,540,16866900
11-Mar-22,238.8,67500,540,16119000
16-Mar-22,234,67500,540,15795000
14-Mar-22,548.12,172800,540,94715136
03-Mar-22,113.2,31520,540,3568064
19-Mar-22,276.54,81500,540,22538010
01-Mar-22,567.54,150360,540,85335314.4
02-Mar-22,580.45,151200,540,87764040
04-Mar-22,580.9,145800,540,84695220
09-Mar-22,564.55,151200,540,85359960
11-Mar-22,591.01,162000,540,95743620
12-Mar-22,555.52,162000,540,89994240
15-Mar-22,547.17,162000,540,88641540
18-Mar-22,555.7,162000,540,90023400
22-Mar-22,565.2,151200,540,85458240
26-Mar-22,54.95,15750,540,865462.5
28-Mar-22,338.09,97200,540,32862348
30-Mar-22,533.07,162000,540,86357340
21-Mar-22,234.99,72000,540,16919280
09-Apr-22,105.22,32550,540,3424911
05-Apr-22,835.26,234900,540,196202574
30-Apr-22,846.74,234900,540,198899226
13-Apr-22,277.2,86400,540,23950080
06-Apr-22,226.5,67500,540,15288750
08-Apr-22,234,67500,540,15795000
05-Apr-22,559.44,162000,540,90629280
08-Apr-22,565.3,162000,540,91578600
12-Apr-22,50.75,15750,540,799312.5
16-Apr-22,54.2,15750,540,853650
22-Apr-22,109.12,31500,540,3437280
23-Apr-22,546.53,162000,540,88537860
23-May-22,110.1,32550,540,3583755
26-May-22,271.6,81375,540,22101450
09-May-22,559.74,162000,540,90677880
21-May-22,552.88,162000,540,89566560
30-May-22,271.8,81000,540,22015800
30-May-22,545.84,156600,540,85478544
10-May-22,276.94,86400,540,23927616
04-May-22,142.04,40500,540,5752620
02-May-22,870.68,243000,540,211575240
17-May-22,555.24,162000,540,89948880
17-May-22,544.14,162000,540,88150680
24-May-22,546.2,162000,540,88484400
30-May-22,541.8,162000,540,87771600
31-May-22,651.89,193500,540,126140715
20-May-22,163.8,51840,540,8491392
02-Jun-22,108.5,32550,540,3531675
01-Jun-22,552.41,162000,540,89490420
06-Jun-22,334.03,97200,540,32467716
13-Jun-22,613.4,194400,540,119244960
16-Jun-22,566.15,153900,540,87130485
28-Jun-22,665.94,184680,540,122985799.2
15-Jun-22,1127.43,313200,540,353111076
08-Jun-22,107.1,31500,540,3373650
18-Jun-22,281.52,86400,540,24323328
02-Jun-22,427.4,117450,540,50198130
07-Jun-22,142.2,39150,540,5567130
13-Jun-22,135,39150,540,5285250
29-Jun-22,91.1,26100,540,2377710
30-Jun-22,181.2,52200,540,9458640
17-Jun-22,338,103680,540,35043840
24-Jun-22,272.4,86400,540,23535360
29-Jun-22,4.53,1800,540,8154
02-Jun-22,606.31,162000,540,98222220
03-Jun-22,549.99,145800,540,80188542
09-Jun-22,568.53,145800,540,82891674
09-Jun-22,565.97,145800,540,82518426
11-Jun-22,552.84,145800,540,80604072
15-Jun-22,550.95,145800,540,80328510
17-Jun-22,832.44,218700,540,182054628
18-Jun-22,546.63,145800,540,79698654
23-Jun-22,160,42525,540,6804000
27-Jun-22,549.79,145800,540,80159382
28-Jun-22,553.58,145800,540,80711964
29-Jun-22,559.89,145800,540,81631962
24-Jun-22,217.92,64800,540,14121216
18-Jul-22,112.35,32550,540,3656992.5
11-Jul-22,273.74,75667.5,540,20713221.45
19-Jul-22,824.49,229567.5,540,189276108.075
29-Jul-22,828.39,244530,540,202566206.7
01-Jul-22,269.04,76680,540,20629987.2
12-Jul-22,274.98,76640,540,21074467.2
02-Jul-22,1106.24,313200,540,346474368
22-Jul-22,550,156600,540,86130000
25-Jul-22,553.52,156600,540,86681232
20-Jul-22,281.31,86400,540,24305184
27-Jul-22,182.4,52200,540,9521280
02-Jul-22,550.92,145800,540,80324136
09-Jul-22,838.4,218700,540,183358080
12-Jul-22,110.99,28350,540,3146566.5
14-Jul-22,657.78,174960,540,115085188.8
16-Jul-22,556.65,145800,540,81159570
21-Jul-22,109.62,29160,540,3196519.2
25-Jul-22,543.88,145800,540,79297704
26-Jul-22,551.18,145800,540,80362044
27-Jul-22,817.42,218700,540,178769754
30-Jul-22,560.82,145800,540,81767556
11-Aug-22,335.2,50280,540,16853856
09-Aug-22,552.58,156600,540,86534028
11-Aug-22,552.68,156600,540,86549688
25-Aug-22,823.6,234900,540,193463640
11-Aug-22,96.23,26100,540,2511603
20-Aug-22,135,39150,540,5285250
02-Aug-22,162.36,42525,540,6904359
02-Aug-22,111.35,28350,540,3156772.5
05-Aug-22,540.78,145800,540,78845724
12-Aug-22,273.2,72900,540,19916280
16-Aug-22,559.22,145800,540,81534276
19-Aug-22,552.57,145800,540,80564706
22-Aug-22,283.68,72900,540,20680272
24-Aug-22,549.9,145800,540,80175420
27-Aug-22,284.9,72900,540,20769210
30-Aug-22,558.1,145800,540,81370980
03-Sep-22,108.8,32550,540,3541440
26-Sep-22,111.6,32550,540,3632580
16-Sep-22,274.5,75600,540,20752200
17-Sep-22,825.7,234900,540,193956930
27-Sep-22,214.96,60480,540,13000780.8
30-Sep-22,610.3,148500,540,90629550
14-Sep-22,89.9,25200,540,2265480
16-Sep-22,329.7,88200,540,29079540
20-Sep-22,89,25200,540,2242800
27-Sep-22,134.3,37800,540,5076540
06-Sep-22,277.56,70200,540,19484712
08-Sep-22,821.67,210600,540,173043702
10-Sep-22,282.7,70200,540,19845540
13-Sep-22,562.1,140400,540,78918840
19-Sep-22,947.67,237900,540,225450693
24-Sep-22,676.7,168480,540,114010416
29-Sep-22,337.7,84240,540,28447848
27-Oct-22,281.8,75600,540,21304080
15-Oct-22,561.26,145800,540,81831708
17-Oct-22,555.4,145800,540,80977320
29-Oct-22,53.91,14700,540,792477
17-Oct-22,270.7,75600,540,20464920
13-Oct-22,283.04,75600,540,21397824
14-Oct-22,279.1,75600,540,21099960
01-Oct-22,551.1,140400,540,77374440
08-Oct-22,558.2,140400,540,78371280
11-Oct-22,548.99,140400,540,77078196
26-Oct-22,547.03,140400,540,76803012
29-Oct-22,335.7,84240,540,28279368
09-Nov-22,270.3,75600,540,20434680
24-Nov-22,277.5,70200,540,19480500
24-Nov-22,601.5,148500,540,89322750
03-Nov-22,141.3,37800,540,5341140
09-Nov-22,164.74,51840,540,8540121.6
05-Nov-22,55.4,13650,540,756210
07-Nov-22,385.1,97500,540,37547250
12-Nov-22,276.46,70200,540,19407492
28-Nov-22,331.7,84240,540,27942408
29-Nov-22,290.25,70200,540,20375550
03-Nov-22,169.8,51840,540,8802432
20-Dec-22,53.9,14700,540,792330
26-Dec-22,53.4,14700,540,784980
27-Dec-22,108.8,29400,540,3198720
23-Dec-22,442.54,111540,540,49360911.6
28-Dec-22,677.1,167700,540,113549670
29-Dec-22,166.7,42120,540,7021404
26-Dec-22,229.5,58320,540,13384440
08-Dec-22,269.7,70200,540,18932940
10-Dec-22,280.4,70200,540,19684080
14-Dec-22,552.88,140400,540,77624352
19-Dec-22,276.5,70200,540,19410300
28-Dec-22,545.71,140400,540,76617684
05-Jan-23,333.5,84240,540,28094040
24-Jan-23,669.75,168480,540,112839480
30-Jan-23,110.28,29160,540,3215764.8
04-Jan-23,232.83,60750,540,14144422.5
13-Jan-23,234.69,60750,540,14257417.5
10-Jan-23,219.69,60060,540,13194581.4
07-Jan-23,278,64800,540,18014400
09-Jan-23,551.53,129600,540,71478288
12-Jan-23,563.45,129600,540,73023120
16-Jan-23,546.52,129600,540,70828992
21-Jan-23,548.43,129600,540,71076528
23-Jan-23,445.93,103680,540,46234022.4
23-Jan-23,564.06,129600,540,73102176
24-Jan-23,389.78,90000,540,35080200
27-Feb-23,107,29400,540,3145800
15-Feb-23,275.15,70200,540,19315530
22-Feb-23,273.6,70200,540,19206720
22-Feb-23,820,210600,540,172692000
28-Feb-23,218.6,58320,540,12748752
06-Feb-23,1399.59,337500,540,472361625
02-Feb-23,92,23400,540,2152800
03-Feb-23,233.2,60750,540,14166900
07-Feb-23,230.24,60750,540,13987080
09-Feb-23,231.8,60750,540,14081850
15-Feb-23,228.58,60750,540,13886235
20-Feb-23,232.3,60750,540,14112225
25-Feb-23,227.9,60750,540,13844925
10-Feb-23,275.8,75600,540,20850480
14-Feb-23,168.6,44940,540,7576884
01-Feb-23,46.1,10800,540,497880
02-Feb-23,556.99,129600,540,72185904
04-Feb-23,552.31,129600,540,71579376
07-Feb-23,54.8,12600,540,690480
14-Feb-23,557.3,129600,540,72226080
16-Feb-23,557.6,129600,540,72264960
17-Feb-23,553.7,129600,540,71759520
22-Feb-23,555.03,129600,540,71931888
23-Feb-23,557.73,129600,540,72281808
29-Mar-23,279.3,70200,540,19606860
24-Mar-23,830,210600,540,174798000
15-Mar-23,111,29160,540,3236760
24-Mar-23,139.63,36450,540,5089513.5
30-Mar-23,55.16,17325,540,955647
13-Mar-23,279.1,64800,540,18085680
14-Mar-23,330.9,77400,540,25611660
16-Mar-23,385.11,90720,540,34937179.2
23-Mar-23,224.39,51840,540,11632377.6
28-Mar-23,223.7,51840,540,11596608
31-Mar-23,221.4,51840,540,11477376
07-Mar-23,112.1,34560,540,3874176
07-Apr-23,106.8,29400,540,3139920
21-Apr-23,110.97,29400,540,3262518
12-Apr-23,277.4,70200,540,19473480
14-Apr-23,835.19,210600,540,175891014
07-Apr-23,277.12,72495,540,20089814.4
28-Apr-23,550.25,140400,540,77255100
17-Apr-23,235.7,60750,540,14318775
19-Apr-23,234.1,56250,540,13168125
22-Apr-23,234.1,57375,540,13431487.5
24-Apr-23,235.4,58500,540,13770900
26-Apr-23,331.72,87480,540,29018865.6
03-Apr-23,828.08,194400,540,160978752
06-Apr-23,829.85,194400,540,161322840
11-Apr-23,279.35,64800,540,18101880
13-Apr-23,123.21,28800,540,3548448
14-Apr-23,654.65,151200,540,98983080
18-Apr-23,654.65,151200,540,98983080
22-Apr-23,658.32,151200,540,99537984
29-Apr-23,653.05,151200,540,98741160
27-Apr-23,110.6,28576.8,540,3160594.08
28-Apr-23,110.9,28576.8,540,3169167.12
29-Apr-23,111.8,28576.8,540,3194886.24
11-May-23,113.2,29400,540,3328080
16-May-23,108.9,29400,540,3201660
23-May-23,109.35,29400,540,3214890
06-May-23,111.6,28080,540,3133728
08-May-23,334.69,84240,540,28194285.6
30-May-23,275.1,70200,540,19312020
12-May-23,834.88,210600,540,175825728
08-May-23,185.8,45900,540,8528220
09-May-23,234.1,57375,540,13431487.5
26-May-23,138.28,34425,540,4760289
02-May-23,330.23,75600,540,24965388
08-May-23,324.8,75600,540,24554880
16-May-23,645.45,151200,540,97592040
16-May-23,661.38,151200,540,100000656
24-May-23,635.6,148050,540,94100580
27-May-23,114.58,34560,540,3959884.8
16-Jun-23,85.2,23100,540,1968120
21-Jun-23,56,14700,540,823200
23-Jun-23,55.8,14700,540,820260
30-Jun-23,106.25,29400,540,3123750
02-Jun-23,279.57,70200,540,19625814
10-Jun-23,279.4,70200,540,19613880
17-Jun-23,277.1,70200,540,19452420
23-Jun-23,278.6,70200,540,19557720
30-Jun-23,611.1,154050,540,94139955
08-Jun-23,835.9,210600,540,176040540
30-Jun-23,836.81,210600,540,176232186
01-Jun-23,275.85,70200,540,19364670
20-Jun-23,229.47,57375,540,13165841.25
26-Jun-23,91.82,22950,540,2107269
10-Jun-23,654.97,151200,540,99031464
14-Jun-23,107.9,25200,540,2719080
15-Jun-23,256.9,60480,540,15537312
17-Jun-23,109.1,25200,540,2749320
19-Jun-23,653,151200,540,98733600
20-Jun-23,54.2,12960,540,702432
23-Jun-23,648.6,151200,540,98068320
24-Jun-23,319.45,75600,540,24150420
27-Jun-23,319,75600,540,24116400
27-Jun-23,639.52,151200,540,96695424
29-Jun-23,323.96,75600,540,24491376
29-Jun-23,321,75600,540,24267600
24-Jul-23,285.1,70200,540,20014020
10-Jul-23,109.7,27000,540,2961900
18-Jul-23,552.4,140400,540,77556960
04-Jul-23,138,34425,540,4750650
07-Jul-23,91,22950,540,2088450
17-Jul-23,137.28,34425,540,4725864
19-Jul-23,138.55,34425,540,4769583.75
03-Jul-23,644.08,151200,540,97384896
03-Jul-23,649.56,151200,540,98213472
05-Jul-23,646.44,151200,540,97741728
05-Jul-23,646.84,151200,540,97802208
06-Jul-23,51.8,12600,540,652680
10-Jul-23,643.5,151200,540,97297200
13-Jul-23,638.2,151200,540,96495840
19-Jul-23,326.34,75600,540,24671304
19-Jul-23,640.9,151200,540,96904080
25-Jul-23,652.45,151200,540,98650440
27-Jul-23,717.8,160387.5,540,115126147.5
28-Jul-23,331.1,75600,540,25031160
07-Jul-23,167.3,45360,540,7588728
11-Aug-23,113.6,29400,540,3339840
18-Aug-23,110.9,29400,540,3260460
10-Aug-23,402.1,98280,540,39518388
17-Aug-23,338.29,84240,540,28497549.6
18-Aug-23,55.5,13650,540,757575
29-Aug-23,334.37,83850,540,28036924.5
07-Aug-23,226.1,54400,540,12299840
18-Aug-23,285.54,68000,540,19416720
10-Aug-23,850.59,210600,540,179134254
31-Aug-23,846.66,210600,540,178306596
26-Aug-23,853.4,210600,540,179726040
04-Aug-23,94.1,22950,540,2159595
16-Aug-23,236.5,56250,540,13303125
23-Aug-23,95.27,22500,540,2143575
30-Aug-23,96.83,22500,540,2178675
01-Aug-23,665.4,151200,540,100608480
08-Aug-23,170.5,38520,540,6567660
11-Aug-23,113.4,25920,540,2939328
26-Aug-23,331.56,74025,540,24543729
30-Aug-23,53.7,12600,540,676620
31-Aug-23,397.74,88830,540,35331244.2
01-Sep-23,109.2,29400,540,3210480
30-Sep-23,335.2,83850,540,28106520
06-Sep-23,278.6,68000,540,18944800
08-Sep-23,1122.1,243000,540,272670300
06-Sep-23,91.66,22500,540,2062350
16-Sep-23,47.8,11250,540,537750
20-Sep-23,189.2,45000,540,8514000
30-Sep-23,90.1,22050,540,1986705
30-Sep-23,260.48,63400,540,16514432
06-Sep-23,327.55,74025,540,24246888.75
09-Sep-23,326.19,74025,540,24146214.75
12-Sep-23,648.9,151200,540,98113680
16-Sep-23,324,75600,540,24494400
20-Sep-23,52.5,12600,540,661500
25-Sep-23,654.17,144900,540,94789233
27-Sep-23,53.9,12075,540,650842.5
30-Sep-23,650.4,144900,540,94242960
27-Sep-23,164.4,45360,540,7457184
17-Oct-23,564.7,140400,540,79283880
03-Oct-23,555.46,140400,540,77986584
16-Oct-23,840.1,210600,540,176925060
11-Oct-23,181.7,44100,540,8012970
18-Oct-23,234.4,54000,540,12657600
20-Oct-23,185.42,43200,540,8010144
13-Oct-23,222.8,58320,540,12993696
04-Oct-23,450.5,101430,540,45694215
09-Oct-23,652.66,144900,540,94570434
09-Oct-23,644.5,144900,540,93388050
19-Oct-23,103.6,24150,540,2501940
27-Oct-23,105,24150,540,2535750
28-Oct-23,322.3,72450,540,23350635
04-Oct-23,113.7,30240,540,3438288
30-Oct-23,160.94,45360,540,7300238.4
17-Nov-23,107.8,29400,540,3169320
14-Nov-23,839.2,210600,540,176735520
20-Nov-23,841.57,210600,540,177234642
28-Nov-23,170.8,42120,540,7194096
17-Nov-23,617,130680,540,80629560
